State Code,State Name,County Code,County Name,Year,"Total Population total population of area, in thousands","Public Supply population served by groundwater, in thousands","Public Supply population served by surface water, in thousands","Public Supply total population served, in thousands","Public Supply self-supplied groundwater withdrawals, fresh, in Mgal/d","Public Supply self-supplied groundwater withdrawals, saline, in Mgal/d","Public Supply total self-supplied withdrawals, groundwater, in Mgal/d","Public Supply self-supplied surface-water withdrawals, fresh, in Mgal/d","Public Supply self-supplied surface-water withdrawals, saline, in Mgal/d","Public Supply total self-supplied withdrawals, surface water, in Mgal/d","Public Supply total self-supplied withdrawals, fresh, in Mgal/d","Public Supply total self-supplied withdrawals, saline, in Mgal/d","Public Supply total self-supplied withdrawals, total, in Mgal/d","Public Supply deliveries to domestic, in Mgal/d","Public Supply deliveries to commercial, in Mgal/d","Public Supply deliveries to industrial, in Mgal/d","Public Supply deliveries to thermoelectric, in Mgal/d","Public Supply total deliveries, in Mgal/d","Public Supply public use and losses, in Mgal/d","Public Supply per capita use, in gallons/person/day","Public Supply reclaimed wastewater, in Mgal/d",Public Supply number of facilities,"Domestic self-supplied groundwater withdrawals, fresh, in Mgal/d","Domestic self-supplied groundwater withdrawals, saline, in Mgal/d","Domestic total self-supplied withdrawals, groundwater, in Mgal/d","Domestic self-supplied surface-water withdrawals, fresh, in Mgal/d","Domestic self-supplied surface-water withdrawals, saline, in Mgal/d","Domestic total self-supplied withdrawals, surface water, in Mgal/d","Domestic total self-supplied withdrawals, fresh, in Mgal/d","Domestic self-supplied population, in thousands","Domestic deliveries from public supply, in Mgal/d","Domestic total self-supplied withdrawals, saline, in Mgal/d","Domestic per capita use, public-supplied, in gallons/person/day","Domestic total self-supplied withdrawals, in Mgal/d","Domestic total self-supplied withdrawals plus deliveries, in Mgal/d","Domestic consumptive use, fresh, in Mgal/d","Domestic consumptive use, saline, in Mgal/d","Domestic total consumptive use, in Mgal/d","Domestic per capita use, self-supplied, in gallons/person/day","Domestic reclaimed wastewater, in Mgal/d","Commercial self-supplied groundwater withdrawals, fresh, in Mgal/d","Commercial self-supplied groundwater withdrawals, saline, in Mgal/d","Commercial total self-supplied withdrawals, groundwater, in Mgal/d","Commercial self-supplied surface-water withdrawals, fresh, in Mgal/d","Commercial self-supplied surface-water withdrawals, saline, in Mgal/d","Commercial total self-supplied withdrawals, surface water, in Mgal/d","Commercial total self-supplied withdrawals, fresh, in Mgal/d","Commercial total self-supplied withdrawals, saline, in Mgal/d","Commercial total self-supplied withdrawals, in Mgal/d","Commercial deliveries from public supply, in Mgal/d","Commercial total self-supplied withdrawals plus deliveries, in Mgal/d","Commercial consumptive use, fresh, in Mgal/d","Commercial consumptive use, saline, in Mgal/d","Commercial total consumptive use, in Mgal/d","Commercial reclaimed wastewater, in Mgal/d","Industrial self-supplied groundwater withdrawals, fresh, in Mgal/d","Industrial self-supplied groundwater withdrawals, saline, in Mgal/d","Industrial total self-supplied withdrawals, groundwater, in Mgal/d","Industrial self-supplied surface-water withdrawals, fresh, in Mgal/d","Industrial self-supplied surface-water withdrawals, saline, in Mgal/d","Industrial total self-supplied withdrawals, surface water, in Mgal/d","Industrial total self-supplied withdrawals, fresh, in Mgal/d","Industrial total self-supplied withdrawals, saline, in Mgal/d","Industrial total self-supplied withdrawals, in Mgal/d","Industrial deliveries from public supply, in Mgal/d","Industrial total self-supplied withdrawals plus deliveries, in Mgal/d","Industrial consumptive use, fresh, in Mgal/d","Industrial consumptive use, saline, in Mgal/d","Industrial total consumptive use, in Mgal/d","Industrial reclaimed wastewater, in Mgal/d",Industrial number of facilities,"Livestock self-supplied groundwater withdrawals, fresh, in Mgal/d","Livestock self-supplied surface-water withdrawals, fresh, in Mgal/d","Livestock total self-supplied withdrawals, fresh, in Mgal/d","Livestock consumptive use, fresh, in Mgal/d","Irrigation, Crop self-supplied groundwater withdrawals for crops, fresh, in Mgal/d","Irrigation, Crop self-supplied surface-water withdrawals for crops, fresh, in Mgal/d","Irrigation, Crop total self-supplied withdrawals for crops, fresh, in Mgal/d","Irrigation, Crop consumptive use for crops, fresh, in Mgal/d","Irrigation, Crop conveyance loss for crops, in Mgal/d","Irrigation, Crop sprinkler irrigation for crops, in thousand acres","Irrigation, Crop microirrigation for crops, in thousand acres","Irrigation, Crop surface irrigation for crops, in thousand acres","Irrigation, Crop total irrigation for crops, in thousand acres","Irrigation, Crop reclaimed wastewater for crops, in Mgal/d"
6,California,35,Lassen County,2005,34.751,1.613,12.902,14.515,0.39,0,0.39,3.1,0,3.1,3.49,0,3.49,6.75,-,-,-,-,-,240,-,-,3.14,-,-,0.9,-,-,4.04,20.236,6.75,-,465,-,10.79,-,-,-,200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.28,0,7.28,0,0,0,7.28,0,7.28,-,-,-,-,-,-,-,0.34,0.43,0.77,-,-,-,-,-,-,-,-,-,-,-
6,California,35,Lassen County,2010,34.895,16.68,0,16.68,7.26,0,7.26,0,0,0,7.26,0,7.26,3.52,-,-,-,-,-,435,-,-,0.47,-,-,0.09,-,-,0.56,18.215,3.52,-,211,-,4.08,-,-,-,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,0,-,0.32,0.4,0.72,-,56.39,119.18,175.57,-,-,19.29,0,75.26,94.55,-
6,California,35,Lassen County,2015,31.345,-,-,19.99,3.8,0,3.8,0,0,0,3.8,0,3.8,2.64,-,-,0,-,-,190,-,-,0.83,-,-,0.17,-,-,1,11.355,2.64,-,132,-,3.64,-,-,-,88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,0,0,0.29,0.36,0.65,-,62.39,26.15,88.54,65.79,-,53,0.02,47.79,100.81,0.44
6,California,37,Los Angeles County,1985,8105.54,5875.35,1849.41,7724.76,1141.59,-,-,385.01,-,-,1526.6,-,-,931.23,351.12,113.98,10.69,1407.02,-,-,-,-,20.47,-,-,4.49,-,-,24.96,380.78,931.23,-,121,-,956.19,248.61,-,-,66,-,7.72,-,-,1.69,-,-,9.41,-,-,351.12,-,91.39,-,-,-,30.3,0,30.3,0,68.3,68.3,30.3,68.3,98.6,113.98,212.58,63.16,2.99,66.15,0.85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,37,Los Angeles County,1990,8863.11,4322.47,4099.65,8422.12,844.65,-,-,715.6,-,-,1560.25,-,-,1115.03,237.26,163.53,7.59,1523.41,-,-,-,233,21,-,-,9.27,-,-,30.27,440.99,1115.03,-,132,-,1145.3,298.58,-,-,69,-,1.63,-,-,0,-,-,1.63,-,-,237.26,-,3.74,-,-,-,34.05,0,34.05,0,0,0,34.05,0,34.05,163.53,197.58,40.48,0,40.48,0,6876,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,37,Los Angeles County,1995,9352.2,2794.16,6519.7,9313.86,523.94,0,523.94,948.86,0,948.86,1472.8,0,1472.8,1058.38,287.59,94.88,3.95,1444.8,28,158,9.81,125,2.59,0,2.59,0.29,0,0.29,2.88,38.34,1058.38,0,114,2.88,1061.26,299.46,0,299.46,75,-,0.87,0,0.87,0,0,0,0.87,0,0.87,287.59,288.46,74.79,0,74.79,9.18,162.27,0,162.27,5.02,0,5.02,167.29,0,167.29,94.88,262.17,77.02,0,77.02,3.4,6822,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,37,Los Angeles County,2000,9519.34,3347.56,5161.66,8509.22,643.95,-,-,930.88,-,-,1574.83,-,-,-,-,-,-,-,-,-,-,-,68.18,-,-,7.58,-,-,75.76,1010.12,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.73,0,57.73,0,0,0,57.73,0,57.73,-,-,-,-,-,-,-,1.31,1.67,2.98,-,28.2,23.2,51.4,-,-,17.8,1.1,4.3,23.2,-
6,California,37,Los Angeles County,2005,9935.475,1613.927,7462.349,9076.276,330.68,0,330.68,1528.95,0,1528.95,1859.63,0,1859.63,1106.66,-,-,-,-,-,205,-,-,10.42,-,-,8.68,-,-,19.1,859.199,1106.66,-,122,-,1125.76,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.67,0,11.67,0,0,0,11.67,0,11.67,-,-,-,-,-,-,-,0.13,0.17,0.3,-,-,-,-,-,-,-,-,-,-,-
6,California,37,Los Angeles County,2010,9818.605,3426.89,5815.81,9242.7,597.31,1.05,598.36,774.22,0,774.22,1371.53,1.05,1372.58,927.69,-,-,-,-,-,149,-,-,31.21,-,-,9.23,-,-,40.44,575.905,927.69,-,100,-,968.13,-,-,-,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,103.27,0,103.27,0,0,0,103.27,0,103.27,-,-,-,-,-,15.82,-,0.24,0.32,0.56,-,44.51,17.31,61.82,-,-,19.13,1.15,4.61,24.89,0.02
6,California,37,Los Angeles County,2015,10170.292,-,-,10139.981,494.79,0.7,495.49,760.95,0,760.95,1255.74,0.7,1256.44,817.88,-,-,2.3,-,-,124,-,-,1.86,-,-,0.55,-,-,2.41,30.311,817.88,-,81,-,820.29,-,-,-,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,103.27,0,103.27,0,0,0,103.27,0,103.27,-,-,-,-,-,15.82,106,0.16,0.21,0.37,-,12.42,5.21,17.63,13.47,-,18.71,0.26,0.04,19.01,14.16
6,California,39,Madera County,1985,75.75,20.75,0.84,21.59,6.22,-,-,0.23,-,-,6.45,-,-,3.93,1.48,0.01,0,5.42,-,-,-,-,2.26,-,-,0.09,-,-,2.35,54.16,3.93,-,182,-,6.28,1.64,-,-,43,-,0.85,-,-,0.04,-,-,0.89,-,-,1.48,-,0.93,-,-,-,4.54,0.04,4.58,0,0,0,4.54,0.04,4.58,0.01,4.59,1.67,0.04,1.71,0.24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,39,Madera County,1990,88.09,51.45,0.93,52.38,17,-,-,0.47,-,-,17.47,-,-,10.47,2.28,0,0,12.75,-,-,-,54,2.14,-,-,0.54,-,-,2.68,35.71,10.47,-,200,-,13.15,3.42,-,-,75,-,0,-,-,0,-,-,0,-,-,2.28,-,0,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,39,Madera County,1995,106.4,56.64,0.36,57,17.02,0,17.02,0.17,0,0.17,17.19,0,17.19,12.96,2.04,0.09,0,15.09,2.1,302,0,16,3.33,0,3.33,0.37,0,0.37,3.7,49.4,12.96,0,227,3.7,16.66,4.33,0,4.33,75,-,0,0,0,0,0,0,0,0,0,2.04,2.04,0.53,0,0.53,0,3.67,0,3.67,0.12,0,0.12,3.79,0,3.79,0.09,3.88,1.12,0,1.12,0,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,39,Madera County,2000,123.11,72.55,1.49,74.04,18.96,-,-,0.25,-,-,19.21,-,-,-,-,-,-,-,-,-,-,-,3.31,-,-,0.37,-,-,3.68,49.07,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.07,0,2.07,0,0,0,2.07,0,2.07,-,-,-,-,-,-,-,5.86,7.46,13.32,-,286.9,665.6,952.5,-,-,8.4,255.7,48.1,312.2,-
6,California,39,Madera County,2005,142.788,7.865,79.523,87.388,4.67,0,4.67,47.18,0,47.18,51.85,0,51.85,19.66,-,-,-,-,-,593,-,-,8.71,-,-,0.97,-,-,9.68,55.4,19.66,-,225,-,29.34,-,-,-,175,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.04,0,0.04,0,0,0,0.04,0,0.04,-,-,-,-,-,-,-,2.47,3.14,5.61,-,-,-,-,-,-,-,-,-,-,-
6,California,39,Madera County,2010,150.865,99.13,1.35,100.48,21.46,0,21.46,0.57,0,0.57,22.03,0,22.03,13.74,-,-,-,-,-,219,-,-,2.78,-,-,0.34,-,-,3.12,50.385,13.74,-,137,-,16.86,-,-,-,62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.57,0,4.57,0,0,0,4.57,0,4.57,-,-,-,-,-,0,-,3.08,3.92,7,-,350,359.94,709.94,-,-,8.03,243.18,45.84,297.05,-
6,California,39,Madera County,2015,154.998,-,-,117.585,15.52,0,15.52,0.11,0,0.11,15.63,0,15.63,11.67,-,-,0.21,-,-,133,-,-,2.92,-,-,0.35,-,-,3.27,37.413,11.67,-,99,-,14.94,-,-,-,87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.57,0,4.57,0,0,0,4.57,0,4.57,-,-,-,-,-,0,19,2.72,3.46,6.18,-,755.64,15.94,771.58,620.27,-,12.95,188.23,102.17,303.35,0.44
6,California,41,Marin County,1985,223.99,54.31,165.06,219.37,9.61,-,-,29.22,-,-,38.83,-,-,23.69,8.93,0.69,0,33.31,-,-,-,-,0.24,-,-,0.1,-,-,0.34,4.62,23.69,-,108,-,24.03,6.25,-,-,74,-,0.09,-,-,0.04,-,-,0.13,-,-,8.93,-,2.25,-,-,-,0,0,0,0.23,0,0.23,0.23,0,0.23,0.69,0.92,0.52,0,0.52,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,41,Marin County,1990,230.1,51.56,172.33,223.89,8.94,-,-,27.96,-,-,36.9,-,-,26.13,5.01,2.46,0,33.6,-,-,-,14,0.29,-,-,0.18,-,-,0.47,6.21,26.13,-,117,-,26.6,6.79,-,-,76,-,0,-,-,0,-,-,0,-,-,5.01,-,0,-,-,-,0,0,0,0,0,0,0,0,0,2.46,2.46,0,0,0,0,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,41,Marin County,1995,238.9,5.45,224.9,230.35,0.46,0,0.46,36.55,0,36.55,37.01,0,37.01,28.4,4.33,1.67,0,34.4,2.61,161,0,8,0.58,0,0.58,0.06,0,0.06,0.64,8.55,28.4,0,123,0.64,29.04,7.55,0,7.55,75,-,0,0,0,0,0,0,0,0,0,4.33,4.33,1.13,0,1.13,0,0,0,0,0,0,0,0,0,0,1.67,1.67,0.48,0,0.48,0,44,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,41,Marin County,2000,247.29,95.84,147.68,243.52,15.51,-,-,22.18,-,-,37.69,-,-,-,-,-,-,-,-,-,-,-,0.25,-,-,0.03,-,-,0.28,3.77,-,-,-,-,-,-,-,-,74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0.18,0,0.18,0.18,0,0.18,-,-,-,-,-,-,-,1.17,1.48,2.65,-,0.1,2.4,2.5,-,-,0.3,0,1.9,2.2,-
6,California,41,Marin County,2005,246.96,0,246.65,246.65,0,0,0,30.8,0,30.8,30.8,0,30.8,19.44,-,-,-,-,-,125,-,-,0.76,-,-,0.05,-,-,0.81,0.31,19.44,-,79,-,20.25,-,-,-,2613,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,0.54,0.69,1.23,-,-,-,-,-,-,-,-,-,-,-
6,California,41,Marin County,2010,252.409,7.959,239.407,247.366,0.94,0,0.94,31.08,0,31.08,32.02,0,32.02,21.86,-,-,-,-,-,129,-,-,0.31,-,-,0.07,-,-,0.38,5.043,21.86,-,88,-,22.24,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.28,0,0.28,0,0,0,0.28,0,0.28,-,-,-,-,-,0.02,-,0.45,0.58,1.03,-,6.09,2.33,8.42,-,-,0,5.64,0,5.64,2.19
6,California,41,Marin County,2015,261.221,-,-,258.308,0.35,0,0.35,27.84,0,27.84,28.19,0,28.19,19.58,-,-,0,-,-,109,-,-,0.17,-,-,0.04,-,-,0.21,2.913,19.58,-,76,-,19.79,-,-,-,72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0,0.2,0,0,0,0.2,0,0.2,-,-,-,-,-,0.02,2,0.52,0.67,1.19,-,28.54,11.96,40.5,34.83,-,0,9.3,0,9.3,2.9
6,California,43,Mariposa County,1985,13.39,2.39,4.73,7.12,0.42,-,-,0.88,-,-,1.3,-,-,0.79,0.3,0.05,0,1.14,-,-,-,-,0.38,-,-,0.09,-,-,0.47,6.27,0.79,-,111,-,1.26,0.33,-,-,75,-,0.14,-,-,0.03,-,-,0.17,-,-,0.3,-,0.19,-,-,-,0.02,0.02,0.04,0.01,0,0.01,0.03,0.02,0.05,0.05,0.1,0.03,0,0.03,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,43,Mariposa County,1990,14.3,3.14,4.62,7.76,0.61,-,-,1.43,-,-,2.04,-,-,1.2,0.27,0,0,1.47,-,-,-,12,0.15,-,-,0.34,-,-,0.49,6.54,1.2,-,155,-,1.69,0.44,-,-,75,-,0,-,-,0,-,-,0,-,-,0.27,-,0,-,-,-,0.01,0,0.01,0,0,0,0.01,0,0.01,0,0.01,0,0,0,0,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,43,Mariposa County,1995,15.9,5.33,2.82,8.15,0.92,0,0.92,1.07,0,1.07,1.99,0,1.99,0.94,0.69,0,0,1.63,0.36,244,0,9,0.52,0,0.52,0.06,0,0.06,0.58,7.75,0.94,0,115,0.58,1.52,0.4,0,0.4,75,-,0,0,0,0,0,0,0,0,0,0.69,0.69,0.18,0,0.18,0,0.01,0,0.01,0,0,0,0.01,0,0.01,0,0.01,0.01,0,0.01,0,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,43,Mariposa County,2000,17.13,2.23,1.88,4.11,0.65,-,-,0.5,-,-,1.15,-,-,-,-,-,-,-,-,-,-,-,0.88,-,-,0.1,-,-,0.98,13.02,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,0.23,0.29,0.52,-,1.4,2.3,3.7,-,-,0,0,1.2,1.2,-
6,California,43,Mariposa County,2005,18.069,0.732,7.404,8.136,0.41,0,0.41,4.12,0,4.12,4.53,0,4.53,4.09,-,-,-,-,-,557,-,-,2.02,-,-,0.22,-,-,2.24,9.933,4.09,-,503,-,6.33,-,-,-,226,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.01,0,0.01,0,0,0,0.01,0,0.01,-,-,-,-,-,-,-,0.16,0.21,0.37,-,-,-,-,-,-,-,-,-,-,-
6,California,43,Mariposa County,2010,18.251,2.34,2.45,4.79,1.12,0,1.12,0.44,0,0.44,1.56,0,1.56,0.47,-,-,-,-,-,326,-,-,0.77,-,-,0.24,-,-,1.01,13.461,0.47,-,98,-,1.48,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,0,-,0.14,0.18,0.32,-,2.35,0,2.35,-,-,0,0,0.7,0.7,-
6,California,43,Mariposa County,2015,17.531,-,-,4.998,0.38,0,0.38,0.3,0,0.3,0.68,0,0.68,0.44,-,-,0,-,-,136,-,-,0.84,-,-,0.26,-,-,1.1,12.533,0.44,-,88,-,1.54,-,-,-,88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,0,0,0.17,0.22,0.39,-,12.27,5.14,17.41,13.29,-,0,0,3.64,3.64,0
6,California,45,Mendocino County,1985,73.54,39.41,12.12,51.53,9.69,-,-,2.98,-,-,12.67,-,-,7.73,2.91,0.56,0,11.2,-,-,-,-,1.27,-,-,0.38,-,-,1.65,22.01,7.73,-,150,-,9.38,2.44,-,-,75,-,0.48,-,-,0.14,-,-,0.62,-,-,2.91,-,1.11,-,-,-,3.8,0,3.8,2.65,1.86,4.51,6.45,1.86,8.31,0.56,8.87,1.39,0.01,1.4,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,45,Mendocino County,1990,80.35,36.55,9.92,46.47,6.8,-,-,1.84,-,-,8.64,-,-,4.83,1.77,0.48,0,7.08,-,-,-,49,1.6,-,-,0.94,-,-,2.54,33.88,4.83,-,104,-,7.37,1.92,-,-,75,-,0,-,-,0,-,-,0,-,-,1.77,-,0,-,-,-,0,0,0,0,0,0,0,0,0,0.48,0.48,0,0,0,0,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,45,Mendocino County,1995,84.3,25,24.68,49.68,6.8,0,6.8,1.96,0,1.96,8.76,0,8.76,6.63,1.3,0.38,0,8.31,0.45,176,0,15,2.34,0,2.34,0.26,0,0.26,2.6,34.62,6.63,0,133,2.6,9.23,2.4,0,2.4,75,-,0,0,0,0,0,0,0,0,0,1.3,1.3,0.34,0,0.34,0,3.34,0,3.34,0.1,0,0.1,3.44,0,3.44,0.38,3.82,1.11,0,1.11,0,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,45,Mendocino County,2000,86.27,19.14,33.89,53.03,6.09,-,-,3.93,-,-,10.02,-,-,-,-,-,-,-,-,-,-,-,2.24,-,-,0.25,-,-,2.49,33.24,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.05,0,0.05,0,0,0,0.05,0,0.05,-,-,-,-,-,-,-,0.44,0.56,1,-,15.5,26.5,42,-,-,10.7,13,3.6,27.3,-
6,California,45,Mendocino County,2005,88.161,11.924,45.772,57.696,2.71,0,2.71,10.42,0,10.42,13.13,0,13.13,15.79,-,-,-,-,-,228,-,-,3.05,-,-,0.03,-,-,3.08,30.465,15.79,-,274,-,18.87,-,-,-,101,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.12,0,0.12,0,0,0,0.12,0,0.12,-,-,-,-,-,-,-,0.2,0.25,0.45,-,-,-,-,-,-,-,-,-,-,-
6,California,45,Mendocino County,2010,87.841,21.7,40.24,61.94,5.93,0,5.93,3.91,0,3.91,9.84,0,9.84,5.57,-,-,-,-,-,159,-,-,1.63,-,-,0.31,-,-,1.94,25.901,5.57,-,90,-,7.51,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.35,0,3.35,0,0,0,3.35,0,3.35,-,-,-,-,-,0.18,-,0.21,0.26,0.47,-,26.72,38.67,65.39,-,-,15.96,18.61,5.43,40,-
6,California,45,Mendocino County,2015,87.649,-,-,62.672,3.06,0,3.06,5.77,0,5.77,8.83,0,8.83,4.64,-,-,0,-,-,141,-,-,1.55,-,-,0.3,-,-,1.85,24.977,4.64,-,74,-,6.49,-,-,-,74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.35,0,3.35,0,0,0,3.35,0,3.35,-,-,-,-,-,0.18,15,0.16,0.19,0.35,-,48.31,20.25,68.56,57.41,-,4.01,22.37,1.24,27.62,0.01
6,California,47,Merced County,1985,158.64,117.55,0.15,117.7,35.73,-,-,0.04,-,-,35.77,-,-,21.82,8.23,9.03,0,39.08,-,-,-,-,3.04,-,-,0.03,-,-,3.07,40.94,21.82,-,185,-,24.89,6.47,-,-,75,-,1.15,-,-,0.01,-,-,1.16,-,-,8.23,-,2.75,-,-,-,13,0,13,0,0,0,13,0,13,9.03,22.03,5.37,0,5.37,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,47,Merced County,1990,178.4,131.14,0.3,131.44,31.36,-,-,0.41,-,-,31.77,-,-,28.08,1.47,4.02,0,33.57,-,-,-,44,3.27,-,-,0.25,-,-,3.52,46.96,28.08,-,214,-,31.6,8.22,-,-,75,-,0,-,-,14.88,-,-,14.88,-,-,1.47,-,0,-,-,-,1.39,0,1.39,0,0,0,1.39,0,1.39,4.02,5.41,0.69,0,0.69,0,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,47,Merced County,1995,198.5,151.61,1.53,153.14,33.12,0,33.12,0.41,0,0.41,33.53,0,33.53,29.82,2.49,0.45,0,32.76,0.77,219,0,15,3.06,0,3.06,0.34,0,0.34,3.4,45.36,29.82,0,195,3.4,33.22,8.95,0,8.95,75,-,0,0,0,0,0,0,0,0,0,2.49,2.49,0.65,0,0.65,0,4.37,0,4.37,0.14,0,0.14,4.51,0,4.51,0.45,4.96,1.44,0,1.44,0,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,47,Merced County,2000,210.55,150.48,6.93,157.41,47.28,-,-,0.3,-,-,47.58,-,-,-,-,-,-,-,-,-,-,-,3.59,-,-,0.4,-,-,3.99,53.14,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.26,0,2.26,0,0,0,2.26,0,2.26,-,-,-,-,-,-,-,24.99,31.81,56.8,-,559.3,1184,1743.3,-,-,59.2,92.2,417.3,568.7,-
6,California,47,Merced County,2005,241.706,16.838,170.252,187.09,9.82,0,9.82,99.32,0,99.32,109.14,0,109.14,37.93,-,-,-,-,-,583,-,-,14.01,-,-,1.56,-,-,15.57,54.616,37.93,-,203,-,53.5,-,-,-,285,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.07,0,0.07,0,0,0,0.07,0,0.07,-,-,-,-,-,-,-,10.33,13.15,23.48,-,-,-,-,-,-,-,-,-,-,-
6,California,47,Merced County,2010,255.793,198,7.39,205.39,48.7,0,48.7,1.73,0,1.73,50.43,0,50.43,36.95,-,-,-,-,-,246,-,-,3.49,-,-,0.29,-,-,3.78,50.403,36.95,-,180,-,40.73,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.63,0,5.63,0,0,0,5.63,0,5.63,-,-,-,-,-,0,-,10.64,13.55,24.19,-,392.92,980.93,1373.85,-,-,63.88,98.9,450.26,613.04,1.37
6,California,47,Merced County,2015,268.455,-,-,213.131,47.47,0,47.47,2.7,0,2.7,50.17,0,50.17,25.23,-,-,0,-,-,235,-,-,5.33,-,-,0.44,-,-,5.77,55.324,25.23,-,118,-,31,-,-,-,104,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.63,0,5.63,0,0,0,5.63,0,5.63,-,-,-,-,-,0,23,10.94,13.92,24.86,-,661.11,309.25,970.36,745.13,-,39.23,192.9,321.12,553.25,1.38
6,California,49,Modoc County,1985,9.49,4.89,0.19,5.08,1.38,-,-,0.05,-,-,1.43,-,-,0.87,0.33,0,0,1.2,-,-,-,-,0.31,-,-,0.02,-,-,0.33,4.41,0.87,-,171,-,1.2,0.31,-,-,75,-,0.12,-,-,0.01,-,-,0.13,-,-,0.33,-,0.16,-,-,-,0.4,0,0.4,0,0,0,0.4,0,0.4,0,0.4,0.11,0,0.11,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,49,Modoc County,1990,9.68,4.38,0,4.38,1.2,-,-,0,-,-,1.2,-,-,0.67,0.22,0,0,0.89,-,-,-,13,0.4,-,-,0,-,-,0.4,5.3,0.67,-,153,-,1.07,0.27,-,-,75,-,0,-,-,0,-,-,0,-,-,0.22,-,0,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,49,Modoc County,1995,10.04,4.66,0,4.66,1.18,0,1.18,0,0,0,1.18,0,1.18,0.7,0.23,0,0,0.93,0.25,253,0,3,0.36,0,0.36,0.04,0,0.04,0.4,5.38,0.7,0,150,0.4,1.1,0.29,0,0.29,74,-,0,0,0,0,0,0,0,0,0,0.23,0.23,0.06,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
